ID,text,labels
1398049794266906625t,@AstraZeneca @ASTRAZENECAUK @MattHancock @JonAshworth @MHRAgovuk why are you not telling us why these people are dying from the Oxford vaccine what is in it that is causing this to happen it is so sad and worrying people under 40 are still being offered this but this lady was 44 https : / / t.co/2zWLdKEbyj,side-effect
1293226446622789633t,@DearAuntCrabby I will stay in my house forever rather than take a Russian vaccine .,country
1425893331230408711t,"@WesElyMD We have had 12 family's who are double vaxxed with Pfizer in our villages , 31 people , 9 were admitted in hospital . Then we have 5 people who can not be vaxxed and they have not been effected.All were PCR tested . The vaccinated people transmit , okay fine , but they are cause deaths",side-effect
1291035691363766273t,CNN : Moderna already got $ 400 million for a Covid vaccine that isn't available . = It's unlikely to even work . #corruption https : / / t.co/s3EN7Pombu,pharma
1336992853462036480t,Am telling the So - called idiots who run this Country telling me that am going to take a Chinese Virus Vaccine can kiss my Red White And Blue Ass am not taking no damn shot ! ! !,unnecessary
1353564358027087874t,@WayneDupreeShow This is not about mitigating Covid - it ’ s a tactical move toward mandating the vaccine and COVID passports,mandatory
1304134850912247808t,""" Serious adverse event "" in AstraZeneca's COVID - 19 vaccine trial revealed as spinal inflammation disorder caused by toxic adjuvants - https : / / t.co/8ttiFOGmOI https : / / t.co/aFYidbKHsv",ingredients side-effect
1339551047010938882t,@GenerationVax Where can I find the data on deaths caused by the corona vaccination ? More research is needed to determine which people are likely to be injured by vaccines . Metabolomics is a research method that investigates differences & should become used more often .,rushed
1439042701995888641t,Today ’ s FDA Advisory for Pfizer didn ’ t address the vulnerability of people who received J & J shots . But these data of low antibody levels 👇 for J & J suggest high vulnerability — an mRNA vaccine 2nd shot is overdue to be addressed by CDC / FDA and should be supported . https : / / t.co/hEG9zAnIMz,ineffective
1326682250247888904t,@Quosumo_com @cnni The Medicines and Healthcare products Regulatory Agency MHRA urgently seeks an Artificial Intelligence ( AI ) software tool to process the expected high volume of Covid - 19 vaccine Adverse Drug Reaction ( ADRs ) . So line up and let's see what this wonder vaccine does for your health .,side-effect
1337328164880719872t,@dunxen @pierredevos It takes your body a minimum of two years to form antibodies after taking any vaccine so it's actually kind of useless because after six months the strain would have already mutated as it has already so how many times will you inject yourself with COVID ?,ineffective
1353833585493602304t,#Germany . Die Bild a German tabloid reports #AstraZeneca #vaccine has not been approved for over 65s and therefore won't be rolled out to German's aging population . What do the Germans know that we don't ? https : / / t.co/OkzpValH5W,rushed side-effect
1361690942432927746t,"Good only to implant their chips , of course that is the entire purpose South Africa to share 1 million AstraZeneca Covid vaccine doses with continent as study says jab ineffective against local variant — RT World News https : / / t.co/w9YfhM0GzY",conspiracy ineffective ingredients
1330980204886560770t,@_BillieBelieves If you have the Oxford vaccine you might end up in a comma ... !,side-effect
1345297401557311489t,"@clairlemon @kuku27 Pfizer chief weeks before admitted in world media about no efficacy guarantee , money is driving force behind it all . When you see reactions , you will shudder at the thought . Not one vaccine is worth it so far",ineffective pharma
1308779906520686596t,"This vaccine is being rushed . Given that Astra Zeneca had a Phase III trial where someone wound up with a spinal cord problem – look , I ’ ve worked in Pharma , and this is not good . This is far too rushed .",rushed side-effect
1327630971055771650t,“ Not worth the Price ” . The Great Bill Whittle discusses the future of CoVid and the vaccine . COVID Killer : But Pfizer's Touted 90 % Effective Vaccine Faces Massive Ob ... https : / / t.co/qN2SP8BJWS via @YouTube,ineffective
1277988671543808000t,From the article as well . This is what is really scary - the possibility of no immunity . Not sure how the vaccine will save us if we can't develop immunity . https : / / t.co/o3zQYnHSH6,ineffective
1352793734342189057t,"@RealStephenKerr There's no data or evidence so far this "" vaccine "" even stops people getting covid or stops it being passed on . Not even those making it deny this fact . Aside from that yes Sturgeons fully on board with it being great yet failing - yet again .",ineffective
1374882786977386499t,This is exactly why I ’ m not taking the vaccine . Since when did America prioritize incarcerated people ? ? ?,none
1376531386308292616t,"If you don't think that vaccine passports are going to be used to make every single one of us into slaves of the government and big business you are incredibly fucking naive . No surprise then , that I see #blueanon type morons saying ' just get the vaccine ' on here . We'reso fucked .",mandatory
1365573137971216386t,"Why did #BorisJohnson say that vaccines were the ‘ way out ’ when they are still hung up on positive tests ! If 19 million vulnerable folk have been vaccinated and another 5 million or so have had the virus , it ’ s the hospitalisation numbers we should look at surely ?",none
1303200195082096642t,@MelanieMetz6 @XSOmegaMkII Inovio ... look it up as well as Moderna . All 3 of these delivery methods have nano technology that can deliver DNA / RNA gene coding & mutation . This isnt a joke or up for speculation ... its way beyond that now . I have leukemia with 17q deletion So No .,conspiracy ingredients side-effect
1349056264563732488t,@BucksCouncil @SteveBakerHW Experimental medicine at its best not Ready to Play Russian Roulette With My Families Health Quite Yet with a Drug that ’ s skipped any Real testing Nobody has a Clue of the Long Term Effects of this So Called Wonder Vaccine 💉 does anyone Remember The Thalidomide scandal ? ? ? https : / / t.co/nPqGu91jvW,rushed side-effect
1366083688224743432t,@paddymacc1 Anything like Johnson & Johnson talcum powder we should have medics on hand after each ' inoculation ' . J & J vaccine more of a desperate money spinner ... SOMEONE HAS TO PAY FOR THE LAWSUITS ... https : / / t.co/yWpoQ7vGcU,pharma
1415134281756602372t,FDA Warns Guillain - Barré Syndrome May Be Linked to Johnson & Johnson Vaccine https : / / t.co/hzsQlc7Kt7,side-effect
1340144485397893121t,"I ’ m not getting no “ COVID vaccine ” simply because there ’ s not enough proof that it ’ s really for that , and that it even works yet . They said it was around like 85 % effective . How do you know that if it wasn ’ t tested yet ? Gotta be something else going on here man . Shits SUS",ineffective rushed
1354637945966268418t,"#VAERS 913733 #Covidvaccine #modernavaccine "" My grandmother died a few hours after receiving the moderna covid vaccine booster 1 . While I don ? t expect that the events are related , the treating hospital did not acknowledge this and I wanted to be sure a report was made . """,side-effect
1374854182419632128t,"AstraZeneca is manufacturing an epic failure with its Edsel - like #coronavirus vaccine , by @picardonhealth https : / / t.co/QQDDECiDD8 via @GlobeDebate #COVID19 #vaccination #RiskCommunication",ineffective
1363024425977737216t,"#VAERS 74 y . o . ♂ ️️ #modernavaccine "" Moderna covid vacc 1 / 19/2021 . ... then 2 / 5/2021 was driving , pulled over to the side of the road ... got out of the car and [ said ] he could not breathe , collapsed face down in the snow , EMS ... unable to revive him . "" https : / / t.co/p812tFlEBB",side-effect
1450906152800333830t,"Thank you @POTUS for not even trying to find a safe vaccine for those of us allergic to the ingredients . My Pfizer vaccinated daughter , now at 47 % vaccinated , has to go to jury duty tomorrow so is putting me at risk so I can die because of some criminal . Get your act together .",ineffective ingredients
1397840652440797189t,"The UK primarily vaccinated with astra Zeneca , but apparently the jab is useless Absolute bell ends ignoring real world data for an agenda https : / / t.co/q2JmSPWi0e",ineffective
1294329486658289665t,🔴 LIVE : President Trump URGENT News Conference from the White House THIS SOUNDS LIKE MANDATED MASKS & MANDATED GATES - MODERNA VACCINES without long - term studies on the adverse effects as one vax doesn't fit all - https : / / t.co/EZIRJtfW2f via @YouTube,mandatory rushed side-effect
1365630437075345415t,@missnikkip88 @ScottyKBF2 My step son & his wife are having theirs next wk . Their daughter has health probs & needs to be permanently on antibiotics . I am now concerned for her because I feel them both being vaccinated will increase the risks to her .,side-effect
1433168799671492610t,Rep . Johnson is just doing talking points on vaccinations . https : / / t.co/ByHKc0Ltgz Vaccinated people ALSO spread it to other people .,ineffective
1300910045694177284t,"@CharlieLanga @LukheleSporo Yet Zweli Mkhize & his Wits Scientists are busy pushing Novavax Vaccine which is clearly a controversy , there was no studied side effects in phase 1 of the vaccine 🙄 🙄 the below side effects are known symptoms which even tablets causes , every scientist knows this as well 👇 👇 https : / / t.co/6Eh5LEddvY",rushed side-effect
1072894070933110787t,@katelyngaitlyn @Rachel00917 @KathleenLights1 It would cause a panic and no one would get vaccinated if they discovered why . I get that . But they won't prevent the issue and that concerns me . They won't even actually study it . Vaccines are big business with powerful lobbyists . Why not spread them out one at a time and find ..,pharma
